market,stock_id,name,revenue_period,revenue_month_yoy,revenue_cum_yoy,eps_year,eps_quarter,eps_cumulative,revenue_double_growth,eps_positive,revenue_data_ok,eps_data_ok
TWSE,2031,新光鋼,11507,37.56906421735272,2.274172473528825,115,2,5.23,True,True,True,True
TWSE,2032,新鋼,11507,0.9460654626761669,8.253633890574779,115,2,1.02,True,True,True,True
TWSE,2033,佳大,11507,-16.475288640010067,-6.668515506754534,115,2,0.15,False,True,True,True
TWSE,2034,允強,11507,41.220822370376396,-3.427472770323599,115,2,0.14,False,True,True,True
TWSE,2038,海光,11507,-1.4345135568255656,-18.174812424284163,115,2,0.02,False,True,True,True
TWSE,2049,上銀,11507,33.93878459230934,20.360625504942682,115,2,4.03,True,True,True,True
TWSE,2059,川湖,11507,355.5224648845101,136.58175926893418,115,2,110.96,True,True,True,True
TWSE,2062,橋椿,11507,7.173296937553269,13.541017990754915,115,2,0.2,True,True,True,True
TWSE,2069,運錩,11507,-3.8447756007688105,-5.844216604302495,115,2,1.66,False,True,True,True
TWSE,2072,世紀風電,11507,105.65363257145549,68.55793117306851,115,2,9.3,True,True,True,True
TWSE,2101,南港,11507,43.08944049921378,165.79726789675243,115,2,4.07,True,True,True,True
TWSE,2102,泰豐,11507,2.52298877131371,-29.8048759070981,115,2,-0.09,False,False,True,True
TWSE,2103,台橡,11507,32.524108799543534,16.180016456869517,115,2,2.26,True,True,True,True
TWSE,2104,國際中橡,11507,-3.0910601482936952,-15.550908788317148,115,2,-1.32,False,False,True,True
TWSE,2105,正新,11507,12.39986258873769,5.982395630191788,115,2,1.05,True,True,True,True
TWSE,2106,建大,11507,28.226873380918807,5.575049053462749,115,2,0.33,True,True,True,True
TWSE,2107,厚生,11507,18.245220868792444,8.78617744049724,115,2,1.14,True,True,True,True
TWSE,2108,南帝,11507,32.74439925108141,24.72396147828195,115,2,1.28,True,True,True,True
TWSE,2109,華豐,11507,24.391965656217423,-0.481197082886061,115,2,0.72,False,True,True,True
TWSE,2114,鑫永銓,11507,8.166309524710941,8.082774582212995,115,2,3.08,True,True,True,True
TWSE,2115,六暉-KY,11507,29.747486612820907,14.52000675483504,,,,True,False,True,False
TWSE,2201,裕隆,11507,-3.9189222175826846,-3.6622837696525825,115,2,0.5,False,True,True,True
TWSE,2204,中華,11507,13.637944312059615,10.577002351956683,115,2,3.19,True,True,True,True
TWSE,2206,三陽工業,11507,-5.940388077615523,-5.426381452771581,115,2,3.14,False,True,True,True
TWSE,2207,和泰車,11507,15.890390551636944,13.506005236059163,115,2,21.57,True,True,True,True
TWSE,2208,台船,11507,20.16770704762764,-26.52069226967213,115,2,0.28,False,True,True,True
TWSE,2211,長榮鋼,11507,38.29858039632854,6.535462990255448,115,2,3.26,True,True,True,True
TWSE,2227,裕日車,11507,2.4962057972247877,-15.67459673045404,115,2,-2.6,False,False,True,True
TWSE,2228,劍麟,11507,-0.5435907341234254,-2.6885052572859522,115,2,1.75,False,True,True,True
TWSE,2231,為升,11507,-13.163698285969517,-12.998613265771656,115,2,0.39,False,True,True,True
TWSE,2233,宇隆,11507,-0.12397806650891934,-1.0075839110955374,115,2,3.4,False,True,True,True
TWSE,2236,百達-KY,11507,64.73928453588496,29.88903942819763,,,,True,False,True,False
TWSE,2237,華德動能-創,11507,73.35258797598237,131.59608434402784,115,2,2.09,True,True,True,True
TWSE,2239,英利-KY,11507,-20.611682548954594,-12.92544269038229,,,,False,False,True,False
TWSE,2241,艾姆勒,11507,42.05529528676888,46.313083479907995,115,2,-0.42,True,False,True,True
TWSE,2243,宏旭-KY,11507,-8.565539289920915,25.898095980507023,,,,False,False,True,False
TWSE,2247,汎德永業,11507,-1.3583298193472706,-22.824449640589787,115,2,6.55,False,True,True,True
TWSE,2248,華勝-KY,11507,59.3766932093304,49.48723608161035,,,,True,False,True,False
